tipo,nombreOriginal,clasificacion,numCandidatos,md5sDistintos,rowIds,ruc,monto,numeroSerie,numero,fechaEmision,candidatoSizes,candidatoCreatedTimes
guia,20612968099-09-EG0711.pdf,IDENTICAL_CONTENT,2,1,3130,,,,,,36645|36645,2024-09-13T18:39:59.642Z|2024-09-13T18:39:33.660Z
pedido,2024-07736.pdf,IDENTICAL_CONTENT,2,1,3163|3164,,,,,,376222|376222,2024-09-18T15:45:52.245Z|2024-09-18T15:42:27.805Z
guia,GUIAS DE COTIZACIONES-2.pdf,DIFFERENT_CONTENT,39,38,3179|3181|3496|3498,20101363008,174.16,F572,00008816,4/08/2024,377093|375322|376008|339796|338435|376399|375727|376328|375815|376299|376237|376237|376573|375872|338911|375772|375932|376089|375591|376318|375959|375971|377296|375701|375464|375743|375294|376077|375865|377187|376732|338577|376145|375467|338202|375807|375192|374867|376276,2024-11-04T16:40:35.127Z|2024-11-04T16:30:32.286Z|2024-10-24T21:38:09.994Z|2024-10-23T22:11:56.841Z|2024-10-23T21:56:44.109Z|2024-10-22T23:14:03.451Z|2024-10-22T22:52:53.950Z|2024-10-22T22:38:56.622Z|2024-10-22T22:36:19.708Z|2024-09-18T16:52:44.003Z|2024-09-18T16:29:00.035Z|2024-09-18T16:26:31.540Z|2024-09-18T16:18:38.101Z|2024-09-06T21:35:05.114Z|2024-09-06T20:54:55.259Z|2024-08-15T19:53:34.199Z|2024-08-14T21:45:38.806Z|2024-08-13T21:17:04.445Z|2024-07-17T13:39:00.706Z|2024-07-16T20:16:42.822Z|2024-07-16T16:23:47.493Z|2024-07-16T15:26:41.617Z|2024-07-15T19:32:11.903Z|2024-07-15T17:44:29.697Z|2024-07-11T20:43:12.649Z|2024-07-11T19:24:56.604Z|2024-07-08T22:20:36.568Z|2024-07-08T20:52:07.071Z|2024-07-08T19:44:07.558Z|2024-07-03T21:47:31.669Z|2024-07-02T21:22:09.777Z|2024-06-27T20:33:01.868Z|2024-06-27T17:21:57.265Z|2024-06-13T13:38:28.017Z|2024-06-06T21:38:29.790Z|2024-06-05T18:09:49.784Z|2024-06-05T16:53:40.508Z|2024-06-05T15:59:13.299Z|2024-06-04T21:41:29.311Z
guia,GUIAS DE COTIZACIONES-2.pdf,DIFFERENT_CONTENT,39,38,3179|3181|3496|3498,20101363008,1473.47,F572,00008818,4/08/2024,377093|375322|376008|339796|338435|376399|375727|376328|375815|376299|376237|376237|376573|375872|338911|375772|375932|376089|375591|376318|375959|375971|377296|375701|375464|375743|375294|376077|375865|377187|376732|338577|376145|375467|338202|375807|375192|374867|376276,2024-11-04T16:40:35.127Z|2024-11-04T16:30:32.286Z|2024-10-24T21:38:09.994Z|2024-10-23T22:11:56.841Z|2024-10-23T21:56:44.109Z|2024-10-22T23:14:03.451Z|2024-10-22T22:52:53.950Z|2024-10-22T22:38:56.622Z|2024-10-22T22:36:19.708Z|2024-09-18T16:52:44.003Z|2024-09-18T16:29:00.035Z|2024-09-18T16:26:31.540Z|2024-09-18T16:18:38.101Z|2024-09-06T21:35:05.114Z|2024-09-06T20:54:55.259Z|2024-08-15T19:53:34.199Z|2024-08-14T21:45:38.806Z|2024-08-13T21:17:04.445Z|2024-07-17T13:39:00.706Z|2024-07-16T20:16:42.822Z|2024-07-16T16:23:47.493Z|2024-07-16T15:26:41.617Z|2024-07-15T19:32:11.903Z|2024-07-15T17:44:29.697Z|2024-07-11T20:43:12.649Z|2024-07-11T19:24:56.604Z|2024-07-08T22:20:36.568Z|2024-07-08T20:52:07.071Z|2024-07-08T19:44:07.558Z|2024-07-03T21:47:31.669Z|2024-07-02T21:22:09.777Z|2024-06-27T20:33:01.868Z|2024-06-27T17:21:57.265Z|2024-06-13T13:38:28.017Z|2024-06-06T21:38:29.790Z|2024-06-05T18:09:49.784Z|2024-06-05T16:53:40.508Z|2024-06-05T15:59:13.299Z|2024-06-04T21:41:29.311Z
guia,GUIAS DE COTIZACIONES-2.pdf,DIFFERENT_CONTENT,39,38,3179|3181|3496|3498,20101363008,274.94,F572,00009887,1/10/2024,377093|375322|376008|339796|338435|376399|375727|376328|375815|376299|376237|376237|376573|375872|338911|375772|375932|376089|375591|376318|375959|375971|377296|375701|375464|375743|375294|376077|375865|377187|376732|338577|376145|375467|338202|375807|375192|374867|376276,2024-11-04T16:40:35.127Z|2024-11-04T16:30:32.286Z|2024-10-24T21:38:09.994Z|2024-10-23T22:11:56.841Z|2024-10-23T21:56:44.109Z|2024-10-22T23:14:03.451Z|2024-10-22T22:52:53.950Z|2024-10-22T22:38:56.622Z|2024-10-22T22:36:19.708Z|2024-09-18T16:52:44.003Z|2024-09-18T16:29:00.035Z|2024-09-18T16:26:31.540Z|2024-09-18T16:18:38.101Z|2024-09-06T21:35:05.114Z|2024-09-06T20:54:55.259Z|2024-08-15T19:53:34.199Z|2024-08-14T21:45:38.806Z|2024-08-13T21:17:04.445Z|2024-07-17T13:39:00.706Z|2024-07-16T20:16:42.822Z|2024-07-16T16:23:47.493Z|2024-07-16T15:26:41.617Z|2024-07-15T19:32:11.903Z|2024-07-15T17:44:29.697Z|2024-07-11T20:43:12.649Z|2024-07-11T19:24:56.604Z|2024-07-08T22:20:36.568Z|2024-07-08T20:52:07.071Z|2024-07-08T19:44:07.558Z|2024-07-03T21:47:31.669Z|2024-07-02T21:22:09.777Z|2024-06-27T20:33:01.868Z|2024-06-27T17:21:57.265Z|2024-06-13T13:38:28.017Z|2024-06-06T21:38:29.790Z|2024-06-05T18:09:49.784Z|2024-06-05T16:53:40.508Z|2024-06-05T15:59:13.299Z|2024-06-04T21:41:29.311Z
guia,GUIAS DE COTIZACIONES-2.pdf,DIFFERENT_CONTENT,39,38,3179|3181|3496|3498,20101363008,427.03,F572,00009889,1/10/2024,377093|375322|376008|339796|338435|376399|375727|376328|375815|376299|376237|376237|376573|375872|338911|375772|375932|376089|375591|376318|375959|375971|377296|375701|375464|375743|375294|376077|375865|377187|376732|338577|376145|375467|338202|375807|375192|374867|376276,2024-11-04T16:40:35.127Z|2024-11-04T16:30:32.286Z|2024-10-24T21:38:09.994Z|2024-10-23T22:11:56.841Z|2024-10-23T21:56:44.109Z|2024-10-22T23:14:03.451Z|2024-10-22T22:52:53.950Z|2024-10-22T22:38:56.622Z|2024-10-22T22:36:19.708Z|2024-09-18T16:52:44.003Z|2024-09-18T16:29:00.035Z|2024-09-18T16:26:31.540Z|2024-09-18T16:18:38.101Z|2024-09-06T21:35:05.114Z|2024-09-06T20:54:55.259Z|2024-08-15T19:53:34.199Z|2024-08-14T21:45:38.806Z|2024-08-13T21:17:04.445Z|2024-07-17T13:39:00.706Z|2024-07-16T20:16:42.822Z|2024-07-16T16:23:47.493Z|2024-07-16T15:26:41.617Z|2024-07-15T19:32:11.903Z|2024-07-15T17:44:29.697Z|2024-07-11T20:43:12.649Z|2024-07-11T19:24:56.604Z|2024-07-08T22:20:36.568Z|2024-07-08T20:52:07.071Z|2024-07-08T19:44:07.558Z|2024-07-03T21:47:31.669Z|2024-07-02T21:22:09.777Z|2024-06-27T20:33:01.868Z|2024-06-27T17:21:57.265Z|2024-06-13T13:38:28.017Z|2024-06-06T21:38:29.790Z|2024-06-05T18:09:49.784Z|2024-06-05T16:53:40.508Z|2024-06-05T15:59:13.299Z|2024-06-04T21:41:29.311Z
guia,GUIAS DE COTIZACIONES-1.pdf,DIFFERENT_CONTENT,41,40,3180|3182|3495|3497,20101363008,1084.95,F572,00008817,4/08/2024,377068|375876|376689|338216|376398|377053|376311|376840|376115|376388|377118|377118|376566|338517|338225|376588|376421|377485|375950|375806|375766|376437|375798|376185|375482|377513|376123|376940|377656|377081|376805|338656|376321|375757|338302|338435|375027|375947|375720|376114|376310,2024-11-04T16:37:03.905Z|2024-11-04T16:29:31.850Z|2024-10-24T21:36:44.485Z|2024-10-23T22:10:52.306Z|2024-10-23T21:54:54.267Z|2024-10-22T23:15:00.276Z|2024-10-22T22:51:32.264Z|2024-10-22T22:37:35.021Z|2024-10-22T22:35:13.146Z|2024-09-18T16:51:28.692Z|2024-09-18T16:30:26.210Z|2024-09-18T16:27:52.580Z|2024-09-18T16:22:03.536Z|2024-09-06T21:33:34.773Z|2024-09-06T19:53:23.145Z|2024-08-15T19:55:16.261Z|2024-08-14T21:45:09.541Z|2024-08-13T21:16:35.386Z|2024-07-17T13:39:32.303Z|2024-07-16T20:16:14.493Z|2024-07-16T15:24:36.654Z|2024-07-15T19:33:42.284Z|2024-07-15T17:43:59.086Z|2024-07-11T20:36:20.593Z|2024-07-11T19:25:28.582Z|2024-07-08T22:16:09.489Z|2024-07-08T20:51:37.456Z|2024-07-08T19:46:03.875Z|2024-07-03T21:48:01.063Z|2024-07-03T20:27:34.660Z|2024-07-02T21:21:05.960Z|2024-06-27T22:00:22.380Z|2024-06-27T17:23:38.708Z|2024-06-13T13:37:48.252Z|2024-06-06T21:39:02.147Z|2024-06-05T18:07:50.644Z|2024-06-05T16:54:18.396Z|2024-06-05T15:58:30.187Z|2024-06-04T21:46:45.519Z|2024-06-04T20:17:44.504Z|2024-06-04T19:42:59.183Z
guia,GUIAS DE COTIZACIONES-1.pdf,DIFFERENT_CONTENT,41,40,3180|3182|3495|3497,20101363008,2355.22,F572,00008819,5/08/2024,377068|375876|376689|338216|376398|377053|376311|376840|376115|376388|377118|377118|376566|338517|338225|376588|376421|377485|375950|375806|375766|376437|375798|376185|375482|377513|376123|376940|377656|377081|376805|338656|376321|375757|338302|338435|375027|375947|375720|376114|376310,2024-11-04T16:37:03.905Z|2024-11-04T16:29:31.850Z|2024-10-24T21:36:44.485Z|2024-10-23T22:10:52.306Z|2024-10-23T21:54:54.267Z|2024-10-22T23:15:00.276Z|2024-10-22T22:51:32.264Z|2024-10-22T22:37:35.021Z|2024-10-22T22:35:13.146Z|2024-09-18T16:51:28.692Z|2024-09-18T16:30:26.210Z|2024-09-18T16:27:52.580Z|2024-09-18T16:22:03.536Z|2024-09-06T21:33:34.773Z|2024-09-06T19:53:23.145Z|2024-08-15T19:55:16.261Z|2024-08-14T21:45:09.541Z|2024-08-13T21:16:35.386Z|2024-07-17T13:39:32.303Z|2024-07-16T20:16:14.493Z|2024-07-16T15:24:36.654Z|2024-07-15T19:33:42.284Z|2024-07-15T17:43:59.086Z|2024-07-11T20:36:20.593Z|2024-07-11T19:25:28.582Z|2024-07-08T22:16:09.489Z|2024-07-08T20:51:37.456Z|2024-07-08T19:46:03.875Z|2024-07-03T21:48:01.063Z|2024-07-03T20:27:34.660Z|2024-07-02T21:21:05.960Z|2024-06-27T22:00:22.380Z|2024-06-27T17:23:38.708Z|2024-06-13T13:37:48.252Z|2024-06-06T21:39:02.147Z|2024-06-05T18:07:50.644Z|2024-06-05T16:54:18.396Z|2024-06-05T15:58:30.187Z|2024-06-04T21:46:45.519Z|2024-06-04T20:17:44.504Z|2024-06-04T19:42:59.183Z
guia,GUIAS DE COTIZACIONES-1.pdf,DIFFERENT_CONTENT,41,40,3180|3182|3495|3497,20101363008,274.94,F572,00009886,1/10/2024,377068|375876|376689|338216|376398|377053|376311|376840|376115|376388|377118|377118|376566|338517|338225|376588|376421|377485|375950|375806|375766|376437|375798|376185|375482|377513|376123|376940|377656|377081|376805|338656|376321|375757|338302|338435|375027|375947|375720|376114|376310,2024-11-04T16:37:03.905Z|2024-11-04T16:29:31.850Z|2024-10-24T21:36:44.485Z|2024-10-23T22:10:52.306Z|2024-10-23T21:54:54.267Z|2024-10-22T23:15:00.276Z|2024-10-22T22:51:32.264Z|2024-10-22T22:37:35.021Z|2024-10-22T22:35:13.146Z|2024-09-18T16:51:28.692Z|2024-09-18T16:30:26.210Z|2024-09-18T16:27:52.580Z|2024-09-18T16:22:03.536Z|2024-09-06T21:33:34.773Z|2024-09-06T19:53:23.145Z|2024-08-15T19:55:16.261Z|2024-08-14T21:45:09.541Z|2024-08-13T21:16:35.386Z|2024-07-17T13:39:32.303Z|2024-07-16T20:16:14.493Z|2024-07-16T15:24:36.654Z|2024-07-15T19:33:42.284Z|2024-07-15T17:43:59.086Z|2024-07-11T20:36:20.593Z|2024-07-11T19:25:28.582Z|2024-07-08T22:16:09.489Z|2024-07-08T20:51:37.456Z|2024-07-08T19:46:03.875Z|2024-07-03T21:48:01.063Z|2024-07-03T20:27:34.660Z|2024-07-02T21:21:05.960Z|2024-06-27T22:00:22.380Z|2024-06-27T17:23:38.708Z|2024-06-13T13:37:48.252Z|2024-06-06T21:39:02.147Z|2024-06-05T18:07:50.644Z|2024-06-05T16:54:18.396Z|2024-06-05T15:58:30.187Z|2024-06-04T21:46:45.519Z|2024-06-04T20:17:44.504Z|2024-06-04T19:42:59.183Z
guia,GUIAS DE COTIZACIONES-1.pdf,DIFFERENT_CONTENT,41,40,3180|3182|3495|3497,20101363008,152.65,F572,00009888,1/10/2024,377068|375876|376689|338216|376398|377053|376311|376840|376115|376388|377118|377118|376566|338517|338225|376588|376421|377485|375950|375806|375766|376437|375798|376185|375482|377513|376123|376940|377656|377081|376805|338656|376321|375757|338302|338435|375027|375947|375720|376114|376310,2024-11-04T16:37:03.905Z|2024-11-04T16:29:31.850Z|2024-10-24T21:36:44.485Z|2024-10-23T22:10:52.306Z|2024-10-23T21:54:54.267Z|2024-10-22T23:15:00.276Z|2024-10-22T22:51:32.264Z|2024-10-22T22:37:35.021Z|2024-10-22T22:35:13.146Z|2024-09-18T16:51:28.692Z|2024-09-18T16:30:26.210Z|2024-09-18T16:27:52.580Z|2024-09-18T16:22:03.536Z|2024-09-06T21:33:34.773Z|2024-09-06T19:53:23.145Z|2024-08-15T19:55:16.261Z|2024-08-14T21:45:09.541Z|2024-08-13T21:16:35.386Z|2024-07-17T13:39:32.303Z|2024-07-16T20:16:14.493Z|2024-07-16T15:24:36.654Z|2024-07-15T19:33:42.284Z|2024-07-15T17:43:59.086Z|2024-07-11T20:36:20.593Z|2024-07-11T19:25:28.582Z|2024-07-08T22:16:09.489Z|2024-07-08T20:51:37.456Z|2024-07-08T19:46:03.875Z|2024-07-03T21:48:01.063Z|2024-07-03T20:27:34.660Z|2024-07-02T21:21:05.960Z|2024-06-27T22:00:22.380Z|2024-06-27T17:23:38.708Z|2024-06-13T13:37:48.252Z|2024-06-06T21:39:02.147Z|2024-06-05T18:07:50.644Z|2024-06-05T16:54:18.396Z|2024-06-05T15:58:30.187Z|2024-06-04T21:46:45.519Z|2024-06-04T20:17:44.504Z|2024-06-04T19:42:59.183Z
factura,PDF-20607386103-F001-00000039.pdf,IDENTICAL_CONTENT,2,1,3219,,,,,,81341|81341,2024-09-24T12:55:36.088Z|2024-09-24T12:55:26.014Z
xml,XML-20607386103-F001-00000039.xml,IDENTICAL_CONTENT,2,1,3219,,,,,,12728|12728,2024-09-24T12:55:38.636Z|2024-09-24T12:55:28.537Z
guia,T001-00000047.pdf,IDENTICAL_CONTENT,2,1,3219,,,,,,154608|154608,2024-09-24T12:55:41.141Z|2024-09-24T12:55:30.852Z
pedido,2024-08805.pdf,IDENTICAL_CONTENT,2,1,3219,,,,,,210953|210953,2024-09-24T12:55:43.533Z|2024-09-24T12:55:33.715Z
factura,Factura-20612534579-E001-26.pdf,IDENTICAL_CONTENT,2,1,3223,,,,,,7742|7742,2024-09-24T18:09:46.277Z|2024-09-24T18:09:23.793Z
xml,Factura-20612534579-E001-26.xml,IDENTICAL_CONTENT,2,1,3223,,,,,,13453|13453,2024-09-24T18:09:48.419Z|2024-09-24T18:09:26.284Z
guia,CamScanner 23-09-2024 17.21.pdf,IDENTICAL_CONTENT,2,1,3223,,,,,,341789|341789,2024-09-24T18:09:50.822Z|2024-09-24T18:09:28.793Z
pedido,2024-09487.pdf,IDENTICAL_CONTENT,2,1,3223,,,,,,251627|251627,2024-09-24T18:09:53.092Z|2024-09-24T18:09:31.385Z
pedido,2024-09-30_113292.pdf,IDENTICAL_CONTENT,2,1,3245|3246,,,,,,940482|940482,2024-09-30T16:40:07.617Z|2024-09-30T16:35:41.901Z
pedido,2024-09-30_111220.pdf,IDENTICAL_CONTENT,2,1,3247|3248,,,,,,1087035|1087035,2024-09-30T16:19:30.822Z|2024-09-30T16:14:53.888Z
guia,EG07-170 Saturno .pdf,IDENTICAL_CONTENT,2,1,3410|3416,,,,,,374814|374814,2024-10-16T20:08:31.477Z|2024-10-16T20:05:06.894Z
pedido,OC-202411082.pdf,IDENTICAL_CONTENT,2,1,3849|3850,,,,,,248351|248351,2024-11-05T16:27:04.816Z|2024-11-05T16:25:24.925Z
pedido,OC-202410908.pdf,IDENTICAL_CONTENT,2,1,3873|3875,,,,,,248687|248687,2024-12-23T16:52:29.474Z|2024-12-23T16:48:46.401Z
guia,OS                202411753.pdf,IDENTICAL_CONTENT,2,1,4002|4003,,,,,,392138|392138,2024-11-18T15:51:10.417Z|2024-11-18T15:48:17.246Z
pedido,OS                202411753.pdf,IDENTICAL_CONTENT,2,1,4002|4003,,,,,,392138|392138,2024-11-18T15:51:12.858Z|2024-11-18T15:48:19.945Z
pedido,DIETARIO 20604507325.pdf,IDENTICAL_CONTENT,3,1,4151,,,,,,28535|28535|28535,2024-11-26T23:29:56.439Z|2024-11-26T23:24:47.977Z|2024-11-26T23:18:58.937Z
pedido,OC-2024-11808.pdf,IDENTICAL_CONTENT,2,1,4162,,,,,,461140|461140,2024-11-27T15:45:38.433Z|2024-11-27T15:40:28.502Z
pedido,OC-202411299.pdf,IDENTICAL_CONTENT,3,1,4194|4195|4196,,,,,,248618|248618|248618,2024-12-23T17:12:11.954Z|2024-12-23T17:09:47.846Z|2024-12-23T17:07:15.473Z
factura,2024-10-31-2051872614600-FC-A-10-21490.pdf,IDENTICAL_CONTENT,2,1,4225,,,,,,63177|63177,2024-11-29T16:58:44.072Z|2024-11-29T16:57:30.418Z
xml,2024-10-31-2051872614600-FC-A-10-21490.xml,IDENTICAL_CONTENT,2,1,4225,,,,,,15477|15477,2024-11-29T16:58:46.088Z|2024-11-29T16:57:32.382Z
guia,20550994306-09-T010-00003419.PDF,IDENTICAL_CONTENT,2,1,4225,,,,,,33129|33129,2024-11-29T16:58:48.278Z|2024-11-29T16:57:34.491Z
pedido,OC 202411246.pdf,IDENTICAL_CONTENT,2,1,4225,,,,,,815517|815517,2024-11-29T16:58:50.694Z|2024-11-29T16:58:41.682Z
pedido,OC-202412783_.pdf,IDENTICAL_CONTENT,2,1,4516|4517,,,,,,120669|120669,2024-12-20T18:02:24.895Z|2024-12-20T18:01:10.987Z
pedido,2024-11074.pdf,IDENTICAL_CONTENT,3,1,4551|4552,,,,,,254171|254171|254171,2024-12-20T22:00:58.327Z|2024-12-20T21:59:14.872Z|2024-12-20T21:57:27.765Z
factura,20101363008-01-F572-00010254.pdf,IDENTICAL_CONTENT,2,1,4552,,,,,,94512|94512,2024-12-20T22:00:51.898Z|2024-12-20T21:59:08.212Z
xml,20101363008-01-F572-00010254.xml,IDENTICAL_CONTENT,2,1,4552,,,,,,16268|16268,2024-12-20T22:00:54.047Z|2024-12-20T21:59:10.307Z
guia,GUIA DE REMISION-T578-00004860.pdf,IDENTICAL_CONTENT,2,1,4552,,,,,,375391|375391,2024-12-20T22:00:56.295Z|2024-12-20T21:59:12.831Z
pedido,OC-2024-12350.pdf,IDENTICAL_CONTENT,3,1,4582|4583|4584,,,,,,461403|461403|461403,2024-12-23T20:16:06.048Z|2024-12-23T20:13:03.552Z|2024-12-23T20:09:25.357Z
factura,20102306598-F005-00463079.pdf,IDENTICAL_CONTENT,2,1,4845|4847,,,,,,179520|179520,2025-01-03T21:59:57.736Z|2025-01-03T21:54:59.061Z
factura,20101363008-01-F572-00010978.pdf,IDENTICAL_CONTENT,2,1,4884,,,,,,96523|96523,2025-01-06T20:14:43.201Z|2025-01-06T20:14:31.562Z
xml,20101363008-01-F572-00010978.xml,IDENTICAL_CONTENT,2,1,4884,,,,,,29316|29316,2025-01-06T20:14:45.269Z|2025-01-06T20:14:33.490Z
guia,20101363008-2024-12-24 15_29_10.156 (1)-6.pdf,IDENTICAL_CONTENT,2,1,4884,,,,,,53243|53243,2025-01-06T20:14:47.333Z|2025-01-06T20:14:35.631Z
pedido,2024-13011.pdf,IDENTICAL_CONTENT,2,1,4884,,,,,,371544|371544,2025-01-06T20:14:49.498Z|2025-01-06T20:14:37.985Z
factura,20101363008-01-F572-00010991.pdf,IDENTICAL_CONTENT,2,1,4906,,,,,,95181|95181,2025-01-07T13:33:00.656Z|2025-01-07T13:32:51.478Z
xml,20101363008-01-F572-00010991.xml,IDENTICAL_CONTENT,2,1,4906,,,,,,21487|21487,2025-01-07T13:33:02.703Z|2025-01-07T13:32:53.631Z
guia,20101363008-2024-12-25 15_12_07.197 (1)-2.pdf,IDENTICAL_CONTENT,2,1,4906,,,,,,64930|64930,2025-01-07T13:33:04.926Z|2025-01-07T13:32:55.773Z
pedido,2024-13092.pdf,IDENTICAL_CONTENT,2,1,4906,,,,,,371431|371431,2025-01-07T13:33:07.201Z|2025-01-07T13:32:58.174Z
factura,20101363008-01-F572-00010992.pdf,IDENTICAL_CONTENT,2,1,4907,,,,,,94695|94695,2025-01-07T13:32:00.445Z|2025-01-07T13:31:51.373Z
xml,20101363008-01-F572-00010992.xml,IDENTICAL_CONTENT,2,1,4907,,,,,,18875|18875,2025-01-07T13:32:02.563Z|2025-01-07T13:31:53.503Z
guia,20101363008-2024-12-26 09_47_23.607 (1)-2.pdf,IDENTICAL_CONTENT,2,1,4907,,,,,,52206|52206,2025-01-07T13:32:04.682Z|2025-01-07T13:31:55.674Z
pedido,2024-13114.pdf,IDENTICAL_CONTENT,2,1,4907,,,,,,371362|371362,2025-01-07T13:32:06.923Z|2025-01-07T13:31:58.077Z
factura,20101363008-01-F572-00011006.pdf,IDENTICAL_CONTENT,2,1,4915,,,,,,96466|96466,2025-01-07T14:53:54.031Z|2025-01-07T14:53:43.279Z
xml,20101363008-01-F572-00011006.xml,IDENTICAL_CONTENT,2,1,4915,,,,,,26729|26729,2025-01-07T14:53:56.045Z|2025-01-07T14:53:45.433Z
guia,COTI 2423741 CV-49.pdf,IDENTICAL_CONTENT,2,1,4915,,,,,,377867|377867,2025-01-07T14:53:58.516Z|2025-01-07T14:53:47.763Z
pedido,2024-13125.pdf,IDENTICAL_CONTENT,2,1,4915,,,,,,371539|371539,2025-01-07T14:54:00.769Z|2025-01-07T14:53:50.177Z
xml,20101363008-01-F572-00011024.xml,IDENTICAL_CONTENT,2,1,4941,,,,,,18846|18846,2025-01-07T15:18:09.814Z|2025-01-07T15:13:03.099Z
guia,20101363008-2024-12-27 13_37_14.372 (1)-19.pdf,IDENTICAL_CONTENT,2,1,4941,,,,,,52423|52423,2025-01-07T15:18:11.940Z|2025-01-07T15:13:05.153Z
pedido,2024-13168.pdf,IDENTICAL_CONTENT,2,1,4941,,,,,,138691|138691,2025-01-07T15:18:14.288Z|2025-01-07T15:13:07.255Z
factura,20101363008-01-F572-00011044.pdf,IDENTICAL_CONTENT,2,1,4955,,,,,,95766|95766,2025-01-07T16:02:27.589Z|2025-01-07T16:02:17.758Z
xml,20101363008-01-F572-00011044.xml,IDENTICAL_CONTENT,2,1,4955,,,,,,29275|29275,2025-01-07T16:02:29.909Z|2025-01-07T16:02:20.486Z
guia,20101363008-2024-12-29 15_05_23.428 (1)-6.pdf,IDENTICAL_CONTENT,2,1,4955,,,,,,53310|53310,2025-01-07T16:02:32.232Z|2025-01-07T16:02:22.729Z
pedido,2024-13208.pdf,IDENTICAL_CONTENT,2,1,4955,,,,,,138841|138841,2025-01-07T16:02:34.605Z|2025-01-07T16:02:24.984Z
factura,20101363008-01-F572-00011141.pdf,IDENTICAL_CONTENT,2,1,5091,,,,,,94426|94426,2025-01-15T17:59:28.352Z|2025-01-15T17:59:19.452Z
xml,20101363008-01-F572-00011141.xml,IDENTICAL_CONTENT,2,1,5091,,,,,,18842|18842,2025-01-15T17:59:30.592Z|2025-01-15T17:59:21.470Z
guia,20101363008-2025-01-14 13_05_20.984-1.pdf,IDENTICAL_CONTENT,2,1,5091,,,,,,63930|63930,2025-01-15T17:59:32.635Z|2025-01-15T17:59:23.559Z
pedido,2025-00188.pdf,IDENTICAL_CONTENT,2,1,5091,,,,,,376255|376255,2025-01-15T17:59:34.800Z|2025-01-15T17:59:25.871Z
factura,20101363008-01-F572-00011162.pdf,IDENTICAL_CONTENT,2,1,5111,,,,,,95304|95304,2025-01-15T19:33:34.534Z|2025-01-15T19:33:25.553Z
xml,20101363008-01-F572-00011162.xml,IDENTICAL_CONTENT,2,1,5111,,,,,,24115|24115,2025-01-15T19:33:36.433Z|2025-01-15T19:33:27.667Z
guia,20101363008-2025-01-14 13_09_27.354-6.pdf,IDENTICAL_CONTENT,2,1,5111,,,,,,65969|65969,2025-01-15T19:33:38.523Z|2025-01-15T19:33:29.864Z
pedido,2025-00217.pdf,IDENTICAL_CONTENT,2,1,5111,,,,,,164846|164846,2025-01-15T19:33:40.511Z|2025-01-15T19:33:32.037Z
factura,20101363008-01-F572-00011124.pdf,IDENTICAL_CONTENT,2,1,5125,,,,,,94237|94237,2025-01-15T20:15:47.003Z|2025-01-15T20:15:38.187Z
xml,20101363008-01-F572-00011124.xml,IDENTICAL_CONTENT,2,1,5125,,,,,,16199|16199,2025-01-15T20:15:48.920Z|2025-01-15T20:15:40.028Z
guia,20101363008-2025-01-14 13_02_03.606-2.pdf,IDENTICAL_CONTENT,2,1,5125,,,,,,62112|62112,2025-01-15T20:15:50.968Z|2025-01-15T20:15:42.133Z
pedido,2025-00171.pdf,IDENTICAL_CONTENT,2,1,5125,,,,,,376160|376160,2025-01-15T20:15:53.431Z|2025-01-15T20:15:44.543Z
factura,01-FPP1-00011838.pdf,IDENTICAL_CONTENT,2,1,5142|5143,,,,,,53396|53396,2025-01-15T22:47:51.131Z|2025-01-15T22:46:33.429Z
xml,01-FPP1-00011838.XML.xml,IDENTICAL_CONTENT,2,1,5142|5143,,,,,,11741|11741,2025-01-15T22:47:53.101Z|2025-01-15T22:46:35.501Z
guia,PRESUPUESTO 22978 SATURNO TOYOTA HILUX PLATA BUP705 - CORRECTIVO.pdf,IDENTICAL_CONTENT,2,1,5142|5143,,,,,,35857|35857,2025-01-15T22:47:55.242Z|2025-01-15T22:46:37.678Z
pedido,OS 2025-00450.pdf,IDENTICAL_CONTENT,2,1,5142|5143,,,,,,442808|442808,2025-01-15T22:47:57.522Z|2025-01-15T22:46:40.045Z
factura,20101363008-01-F572-00011206.pdf,IDENTICAL_CONTENT,2,1,5213,,,,,,98530|98530,2025-01-16T19:39:00.707Z|2025-01-16T19:38:50.802Z
xml,20101363008-01-F572-00011206.xml,IDENTICAL_CONTENT,2,1,5213,,,,,,42596|42596,2025-01-16T19:39:03.017Z|2025-01-16T19:38:53.998Z
guia,20101363008-2025-01-14 13_14_38.106-5.pdf,IDENTICAL_CONTENT,2,1,5213,,,,,,75172|75172,2025-01-16T19:39:05.272Z|2025-01-16T19:38:56.186Z
pedido,2025-00323.pdf,IDENTICAL_CONTENT,2,1,5213,,,,,,254694|254694,2025-01-16T19:39:07.527Z|2025-01-16T19:38:58.535Z
factura,20101363008-01-F572-00011210.pdf,IDENTICAL_CONTENT,2,1,5217,,,,,,96659|96659,2025-01-16T19:36:24.431Z|2025-01-16T19:36:03.079Z
factura,20101363008-01-F572-00011218.pdf,IDENTICAL_CONTENT,2,1,5225,,,,,,94871|94871,2025-01-16T20:13:23.734Z|2025-01-16T20:12:16.612Z
xml,20101363008-01-F572-00011218.xml,IDENTICAL_CONTENT,2,1,5225,,,,,,21469|21469,2025-01-16T20:13:25.703Z|2025-01-16T20:12:18.812Z
